0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2328,1067,412,178,92,121,252,970,1533,1882,2380,2301,2285,2542,1891,1759,1741,1631,1697,1741,1921,2305,2973,3415,
